nct_id,title,condition,intervention,enrollment,phase,completion_date,outcomes,results,descriptions,is_digital,effect_size,statistical_significance,clinical_relevance,is_placebo_trial,is_open_label,study_type,status
NCT04168879,Sphenopalatine Ganglion Block for Nasal Surery,Emergence Agitation,Bupivacaine 0.5% Preservative-Free Injectable Solution; normal saline,110,NA,Not specified,Not specified,Not specified,Sphenopalatine Ganglion Block for Nasal Surery,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT05761379,Clinical Study of Light Therapy to Control Myopia Progression in Children,"Myopia, Progressive",Photobiomodualtion Therapy; Single vision spectacles for correction myopia,83,NA,Not specified,Not specified,Not specified,Clinical Study of Light Therapy to Control Myopia Progression in Children,True,0.3,True,Medium,True,False,INTERVENTIONAL,UNKNOWN
NCT00630279,Dose-ranging Study to Evaluate Efficacy of SLV339 in Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis,Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis,Placebo; Recombinant Microbial Lipase SLV339; Recombinant Microbial Lipase SLV339; Recombinant Microbial Lipase SLV339,56,PHASE2,Not specified,Not specified,Not specified,Dose-ranging Study to Evaluate Efficacy of SLV339 in Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis,True,0.3,True,High,True,False,INTERVENTIONAL,TERMINATED
NCT03695679,Interactive Web-based Sexual Health Literacy Program and Safe Sex Practice in University Students,Safe Sex,Interactive computer-based intervention,781,NA,Not specified,Not specified,Not specified,Interactive Web-based Sexual Health Literacy Program and Safe Sex Practice in University Students,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT04599179,SEMS and Gastroenterostomy,Stage IV Gastric Cancer,self-expandable metal stent,40,Not specified,Not specified,Not specified,Not specified,SEMS and Gastroenterostomy,True,0.2,False,High,False,True,OBSERVATIONAL,COMPLETED
NCT03538379,Tourniquet Training Effectiveness Study,"Trauma Injury, Hemorrhage",Bleeding Control Basic (B-Con) Course,34,NA,Not specified,Not specified,Not specified,Tourniquet Training Effectiveness Study,True,0.2,False,High,False,True,INTERVENTIONAL,UNKNOWN
NCT00004479,"Randomized Study of Midodrine, an Alpha Adrenergic Agonist, in Patients With Neurally Mediated Syncope",Syncope,midodrine,0,NA,Not specified,Not specified,Not specified,"Randomized Study of Midodrine, an Alpha Adrenergic Agonist, in Patients With Neurally Mediated Syncope",False,0.3,False,Medium,True,False,INTERVENTIONAL,COMPLETED
NCT02837679,Oncogeriatric Intervention and Follow-up at Home,"Neoplasms, Geriatric Assessment, Lung Neoplasms, Colorectal Neoplasms, Head and Neck Neoplasms, Gastrointestinal Neoplasms, Geriatrics, Polypharmacy, Quality of Life",Geriatric Follow up,350,NA,Not specified,Not specified,Not specified,Oncogeriatric Intervention and Follow-up at Home,True,0.2,True,High,False,False,INTERVENTIONAL,UNKNOWN
NCT03976479,"Body Composition, Nutritional and Cardiovascular Status and Lifestyle Factors of Adults Who Are on Plant-Based Diet","Conditions Influencing Health Status, Body Weight, Lipid Metabolism Disorders, Uricemia, Blood Pressure Disorders, Physical Stress, Sleep Disorder, Stress, Psychological","Body composition, questionnaires, biochemistry and blood pressure results",166,Not specified,Not specified,Not specified,Not specified,"Body Composition, Nutritional and Cardiovascular Status and Lifestyle Factors of Adults Who Are on Plant-Based Diet",True,0.2,True,Medium,False,True,OBSERVATIONAL,COMPLETED
NCT05485779,"SAD, MAD and Food Effect Evaluation of Safety, Tolerability, and PK of AQ280 in Healthy Subjects",Eosinophilic Esophagitis (EoE),AQ280; Placebo,66,PHASE1,Not specified,Not specified,Not specified,"SAD, MAD and Food Effect Evaluation of Safety, Tolerability, and PK of AQ280 in Healthy Subjects",True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT05332379,Regional Hemodynamic Parameter Changes After Spinal Anesthesia,Spinal Anesthesia Evaluation,Pulsed Wave Doppler USG examination,35,Not specified,Not specified,Not specified,Not specified,Regional Hemodynamic Parameter Changes After Spinal Anesthesia,True,0.2,False,High,False,False,OBSERVATIONAL,COMPLETED
NCT06138379,Video-supported Training in Line With the Health Belief Model,Education,Experimental: 1st Experimental Group; Experimental: 2nd Experimental Group,90,NA,Not specified,Not specified,Not specified,Video-supported Training in Line With the Health Belief Model,True,0.2,True,High,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT04032379,Diagnostic and Prognostic Biomarkers of Idiopathic Intracranial Hypertension,Benign Intracranial Hypertension,Standard treatment,300,Not specified,Not specified,Not specified,Not specified,Diagnostic and Prognostic Biomarkers of Idiopathic Intracranial Hypertension,True,0.2,True,High,False,True,OBSERVATIONAL,RECRUITING
NCT04986579,Scalp Cooling in MBC,"Metastatic Breast Cancer, Chemotherapy-induced Alopecia",Paxman Scalp Cooling System; Eribulin; Sacituzumab govitecan; Trastuzumab deruxtecan,120,PHASE2,Not specified,Not specified,Not specified,Scalp Cooling in MBC,True,0.2,True,Medium,False,False,INTERVENTIONAL,RECRUITING
NCT06774079,Glucagon-like Peptide-1 Receptor Agonist (GLP-1 RA) and Diet in Inflammatory Bowel Disease (IBD) Patients,Crohn Disease,Tirzepatide; Mediterranean diet,24,PHASE4,Not specified,Not specified,Not specified,Glucagon-like Peptide-1 Receptor Agonist (GLP-1 RA) and Diet in Inflammatory Bowel Disease (IBD) Patients,True,0.2,False,High,False,False,INTERVENTIONAL,RECRUITING
NCT05258279,Lenvatinib in Combination With Carboplatin Pemetrexed and Pembrolizumab for NSCLC With EGFR Mutations,"Non-squamous Non-small-cell Lung Cancer, EGFR Activating Mutation",Pembrolizumab; Lenvatinib; Carboplatin; Pemetrexed,30,PHASE2,Not specified,Not specified,Not specified,Lenvatinib in Combination With Carboplatin Pemetrexed and Pembrolizumab for NSCLC With EGFR Mutations,True,0.2,False,High,False,False,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT02660879,The Effect of Video Education on Inhaler Use Technique,"Nebulizers and Vaporizers, Patient Education, E Learning",Written Document Educational Resource; Online Video Education,50,NA,Not specified,Not specified,Not specified,The Effect of Video Education on Inhaler Use Technique,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT05925179,Effects of Antibiotic Prophylaxis on the Healing Parameters Following Surgical Crown Lengthening,"Tooth Diseases, Tooth Wear",Surgical crown lengthening; Augmentin,28,PHASE4,Not specified,Not specified,Not specified,Effects of Antibiotic Prophylaxis on the Healing Parameters Following Surgical Crown Lengthening,False,0.3,False,High,True,False,INTERVENTIONAL,UNKNOWN
NCT04218279,The EMS Sleep Health Study: A Randomized Controlled Trial,"Sleep Quality, Fatigue",Sleep Health Education,678,NA,Not specified,Not specified,Not specified,The EMS Sleep Health Study: A Randomized Controlled Trial,True,0.2,True,Medium,False,False,INTERVENTIONAL,TERMINATED
NCT05579379,DESENSITIZE-PD: Intestinal Levodopa + Entacapone Therapy (Lecigon®) to Support Dopaminergic Desensitization in PD,Parkinson Disease,Not specified,20,Not specified,Not specified,Not specified,Not specified,DESENSITIZE-PD: Intestinal Levodopa + Entacapone Therapy (Lecigon®) to Support Dopaminergic Desensitization in PD,True,0.2,False,Low,False,False,OBSERVATIONAL,UNKNOWN
NCT05719779,Tolerance and Benefits of Mandibular Advanced Device for Snoring and Sleep Apnea in Oropharyngeal Cancer.,"Oral Cancer, Pharynx Cancer, Sleep Apnea, Snoring, Oral Squamous Cell Carcinoma",Ronco-Onco and MAD,35,NA,Not specified,Not specified,Not specified,Tolerance and Benefits of Mandibular Advanced Device for Snoring and Sleep Apnea in Oropharyngeal Cancer.,True,0.2,False,High,False,True,INTERVENTIONAL,RECRUITING
NCT04305379,Augmented BLAdder NecK rEconstruction Trial for Improved Urinary Function After Radical Prostatectomy,"Prostate Cancer, Urinary Incontinence, Surgery",Augmented Bladder Neck Reconstruction; Standard Bladder Neck Reconstruction,31,NA,Not specified,Not specified,Not specified,Augmented BLAdder NecK rEconstruction Trial for Improved Urinary Function After Radical Prostatectomy,True,0.2,False,Medium,False,False,INTERVENTIONAL,TERMINATED
NCT06924879,The Effects of the Mindfulness-Based Pregnancy Stress Reduction Program on Pregnant Women,Pregnancy,Mindfulness-Based Pregnancy Stress Reduction Program,80,NA,Not specified,Not specified,Not specified,The Effects of the Mindfulness-Based Pregnancy Stress Reduction Program on Pregnant Women,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT06602479,A Study to Investigate the Safety and Efficacy of MEDI0618 Compared to Placebo in Adult Participants With Episodic Migraine,Migraine,MEDI0618; Placebo,12,PHASE2,Not specified,Not specified,Not specified,A Study to Investigate the Safety and Efficacy of MEDI0618 Compared to Placebo in Adult Participants With Episodic Migraine,True,0.3,False,High,True,False,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT01541579,Adipose Derived Mesenchymal Stem Cells for Induction of Remission in Perianal Fistulizing Crohn's Disease,Crohn's Disease,Cx601; Saline solution,278,PHASE3,Not specified,Not specified,Not specified,Adipose Derived Mesenchymal Stem Cells for Induction of Remission in Perianal Fistulizing Crohn's Disease,True,0.3,True,High,True,True,INTERVENTIONAL,COMPLETED
NCT03278379,Avelumab in G2-3 NET,Neuroendocrine Tumors,Avelumab,17,PHASE2,Not specified,Not specified,Not specified,Avelumab in G2-3 NET,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT05731479,Radiofrequency Diathermy and Therapeutic Exercise Protocol in Women With Abdominal Diastasis,Abdominal Diastasis,Diathermy + exercise group; Diathermy placebo + exercise group,34,NA,Not specified,Not specified,Not specified,Radiofrequency Diathermy and Therapeutic Exercise Protocol in Women With Abdominal Diastasis,True,0.3,False,High,True,False,INTERVENTIONAL,RECRUITING
NCT03521479,"A Phase 2, Muti-Center Study of Repeat Dosing of Squaric Acid Dibutyl Ester in Subjects With Herpes Labialis","Herpes Labialis, HSV",Squaric Acid Dibutyl Ester,40,PHASE2,Not specified,Not specified,Not specified,"A Phase 2, Muti-Center Study of Repeat Dosing of Squaric Acid Dibutyl Ester in Subjects With Herpes Labialis",True,0.3,False,High,True,True,INTERVENTIONAL,TERMINATED
NCT05828979,Clinical Investigation to Assess a New Artificial Urinary Sphincter to Treat Urinary Incontinence in Women,"Urinary Incontinence,Stress",UroMems artificial urinary sphincter,6,NA,Not specified,Not specified,Not specified,Clinical Investigation to Assess a New Artificial Urinary Sphincter to Treat Urinary Incontinence in Women,True,0.2,False,Medium,False,True,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT01225679,Late-onset Congenital Central Hypoventilation Syndrome and the Mutation of Phox2B Gene,Congenital Central Hypoventilation Syndrome,"positive airway pressure, Non-invasive mechanic ventilation",1,Not specified,Not specified,Not specified,Not specified,Late-onset Congenital Central Hypoventilation Syndrome and the Mutation of Phox2B Gene,True,0.2,False,Medium,False,False,OBSERVATIONAL,COMPLETED
NCT03934879,Physical Exercise and Contributors to Academic Performance Among Adolescents With ASD (Fit Club Study),Autism Spectrum Disorders,FitClub; Regular School Activities,105,NA,Not specified,Not specified,Not specified,Physical Exercise and Contributors to Academic Performance Among Adolescents With ASD (Fit Club Study),True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT04566679,Butyrate in Children With IBS: Double Blind Placebo Controlled Randomized Clinical Trial,"Irritable Bowel Syndrome (IBS), Children, Only",Dibuzin; placebo,50,NA,Not specified,Not specified,Not specified,Butyrate in Children With IBS: Double Blind Placebo Controlled Randomized Clinical Trial,True,0.3,False,High,True,False,INTERVENTIONAL,UNKNOWN
NCT02480179,CNS Modification of Food Craving by Neurofeedback,Obesity,H.E.G. (hematoencephalography) based neurofeedback,5,NA,Not specified,Not specified,Not specified,CNS Modification of Food Craving by Neurofeedback,True,0.2,False,Medium,False,False,INTERVENTIONAL,UNKNOWN
NCT00172679,Effects of Tai Chi Exercise on Innate and Adaptive Immune Function,Healthy,Not specified,30,Not specified,Not specified,Not specified,Not specified,Effects of Tai Chi Exercise on Innate and Adaptive Immune Function,True,0.2,False,High,False,False,OBSERVATIONAL,UNKNOWN
NCT01698879,Prospective Study of Mylotarg and G-CSF in Acute Myeloid Leukemia Treatment,Novo Acute Myeloid Leukemia,Mylotarg,46,PHASE2,Not specified,Not specified,Not specified,Prospective Study of Mylotarg and G-CSF in Acute Myeloid Leukemia Treatment,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT03644979,Skydiving as a Model of Psychological Stress and Its Effect on Intestinal Barrier Function,Psychological Stress Due to Skydiving,Skydiving,20,NA,Not specified,Not specified,Not specified,Skydiving as a Model of Psychological Stress and Its Effect on Intestinal Barrier Function,True,0.2,False,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT04891679,Induction of Labor by Oral Misoprostol Solution,Induction of Labor,Oral misoprostol solution (OMS),264,NA,Not specified,Not specified,Not specified,Induction of Labor by Oral Misoprostol Solution,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT06425679,Cost-effectiveness and Efficacy of Different Physical Exercise Interventions (ExerMOT4Health),"Physical Inactivity, Healthy Aging, Older Adult",Supervised synchronous online exercise intervention without motivational strategies; Supervised synchronous online exercise intervention with motivational strategies; Supervised face to face exercise intervention without motivational strategies; Supervised face to face exercise intervention with motivational strategies,120,NA,Not specified,Not specified,Not specified,Cost-effectiveness and Efficacy of Different Physical Exercise Interventions (ExerMOT4Health),True,0.2,True,High,False,False,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT06411379,Study to Evaluate the Efficacy and Safety of Subcutaneous Sonelokimab Compared With Placebo in Adult Participants With Moderate to Severe Hidradenitis Suppurativa,Hidradenitis Suppurativa,Sonelokimab; Placebo,418,PHASE3,Not specified,Not specified,Not specified,Study to Evaluate the Efficacy and Safety of Subcutaneous Sonelokimab Compared With Placebo in Adult Participants With Moderate to Severe Hidradenitis Suppurativa,True,0.3,True,High,True,False,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT00766779,HCT Versus CT in Elderly AML,Acute Myeloid Leukemia,hematopoietic cell transplantation; Non-Transplant treatment approach for consolidation,126,PHASE3,Not specified,Not specified,Not specified,HCT Versus CT in Elderly AML,True,0.2,True,High,False,False,INTERVENTIONAL,TERMINATED
NCT01632579,A Single Dose Study of LY3023703 in Healthy Participants,Healthy Volunteers,LY3023703; Placebo; Celecoxib,30,PHASE1,Not specified,Not specified,Not specified,A Single Dose Study of LY3023703 in Healthy Participants,True,0.3,False,High,True,True,INTERVENTIONAL,COMPLETED
NCT06263179,Feasibility of Aerobic Exercise for Recovery From Work-related Concussion,"Concussion, Brain",Target Heartrate Aerobic Exercise,11,NA,Not specified,Not specified,Not specified,Feasibility of Aerobic Exercise for Recovery From Work-related Concussion,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT03781479,Controlled Trial to Evaluate Amifampridine Phosphate in Spinal Muscular Atrophy Type 3 Patients,"Muscular Atrophy, Spinal",Amifampridine Phosphate; Placebo Oral Tablet,13,PHASE2,Not specified,Not specified,Not specified,Controlled Trial to Evaluate Amifampridine Phosphate in Spinal Muscular Atrophy Type 3 Patients,True,0.3,False,Medium,True,True,INTERVENTIONAL,COMPLETED
NCT05008679,The Effects of Neuraminidase Inhibitor Oseltamivir in Patients With Chronic Heart Failure,Heart Failure,Oseltamivir,388,NA,Not specified,Not specified,Not specified,The Effects of Neuraminidase Inhibitor Oseltamivir in Patients With Chronic Heart Failure,False,0.3,True,High,True,True,INTERVENTIONAL,UNKNOWN
NCT05739279,Sarcopenia and Related Factors in Lipedema,"Lipedema, Sarcopenia, Musculoskeletal Diseases",STAR-Sonographic Thigh Adjustment Ratio; Hand Grip Strength; Chair Stand Test; 6 Meter Gait Speed,102,Not specified,Not specified,Not specified,Not specified,Sarcopenia and Related Factors in Lipedema,True,0.2,True,High,False,True,OBSERVATIONAL,RECRUITING
NCT03824379,Magnesium Supplementation in Diabetic Nephropathy,Diabetic Nephropathies,Magnesium citrate; Antidiabetic,60,PHASE2,Not specified,Not specified,Not specified,Magnesium Supplementation in Diabetic Nephropathy,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT04691479,Adherence and Quality of Life of CPAP for Obstructive Sleep Apnea,"Sleep Apnea, Obstructive",Motivational Interview (MI) & Adherence Follow-Up; Adherence Follow-Up,129,NA,Not specified,Not specified,Not specified,Adherence and Quality of Life of CPAP for Obstructive Sleep Apnea,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT03332979,Experiencing Loss and Planning Ahead Study,Grief,Not specified,150,Not specified,Not specified,Not specified,Not specified,Experiencing Loss and Planning Ahead Study,True,0.2,True,High,False,False,OBSERVATIONAL,COMPLETED
NCT05242679,Effect of Myofascial Release With Tennis Ball on Spasticity and Motor Functions,Stroke,Myofascial release technique along with conventional physiotherapy exercises; Conventional physiotherapy exercises,22,NA,Not specified,Not specified,Not specified,Effect of Myofascial Release With Tennis Ball on Spasticity and Motor Functions,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT02655679,An Ascending Multiple Dose Study of VTP-38543 in Adult Participants With Mild to Moderate Atopic Dermatitis,"Dermatitis, Atopic",VTP-38543; Vehicle with Transcutol®P; Vehicle without Transcutol®P,104,PHASE1,Not specified,Not specified,Not specified,An Ascending Multiple Dose Study of VTP-38543 in Adult Participants With Mild to Moderate Atopic Dermatitis,True,0.3,True,High,True,True,INTERVENTIONAL,COMPLETED
NCT05977179,Dietary Intervention to Mitigate Post-Acute COVID-19 Syndrome,"Post-Acute COVID-19 Syndrome, Fatigue",Dietary intervention to mitigate Post-Acute COVID-19 Syndrome; Attention Control,56,NA,Not specified,Not specified,Not specified,Dietary Intervention to Mitigate Post-Acute COVID-19 Syndrome,True,0.2,True,High,False,False,INTERVENTIONAL,RECRUITING
NCT06455579,Bedtime Stories: A Sleep Health Education Program for Healthcare Providers,"Sleep, Health-Related Behavior",Bedtime Stories Sleep Health Education Program for community healthcare providers (BTS-HP),75,NA,Not specified,Not specified,Not specified,Bedtime Stories: A Sleep Health Education Program for Healthcare Providers,True,0.2,True,Medium,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT01398579,"Comparison Between Probe-based Confocal Laser Endomicroscopy, White-light Endoscopy and Virtual Chromoendoscopy","Intestinal Metaplasia, Intestinal Dysplasia",Gastroscopy,20,PHASE1,Not specified,Not specified,Not specified,"Comparison Between Probe-based Confocal Laser Endomicroscopy, White-light Endoscopy and Virtual Chromoendoscopy",True,0.2,False,High,False,True,INTERVENTIONAL,UNKNOWN
NCT06681779,A Study of Transcutaneous Electrical Stimulation As a Noxious Stimulus for the Glasgow Coma Scale,Comatose,Transcutaneous electrical stimulation; Standard of Care (SOC),90,NA,Not specified,Not specified,Not specified,A Study of Transcutaneous Electrical Stimulation As a Noxious Stimulus for the Glasgow Coma Scale,True,0.2,True,High,False,True,INTERVENTIONAL,ENROLLING_BY_INVITATION
NCT01921179,Rehabilitation of Executive Functioning in Veterans With PTSD and Mild TBI,"Post Traumatic Stress Disorder, Mild Traumatic Brain Injury, Concussion",GOALS (Goal-Oriented Attentional Regulation); EDU (Brain Health Education),76,NA,Not specified,Not specified,Not specified,Rehabilitation of Executive Functioning in Veterans With PTSD and Mild TBI,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT04382079,Honey Products for Cancer Patients With Oral Mucositis: a Randomized Controlled Trial,Oral Mucositis,honey; propolis,75,NA,Not specified,Not specified,Not specified,Honey Products for Cancer Patients With Oral Mucositis: a Randomized Controlled Trial,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT06303479,The Effect of Telerehabilitation-Based Respiratory Exercise Programs on Lung Capacity,"Breathing Exercises, Telerehabilitation",Non-Instrumental breathing exercise group; Instrumental breathing exercise group,26,NA,Not specified,Not specified,Not specified,The Effect of Telerehabilitation-Based Respiratory Exercise Programs on Lung Capacity,True,0.2,False,Medium,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
NCT00795379,Testing the Use of Interoceptive Exposure to Reduce Barriers to Psychotherapy,Anxiety,Interoceptive Exposure,40,NA,Not specified,Not specified,Not specified,Testing the Use of Interoceptive Exposure to Reduce Barriers to Psychotherapy,True,0.2,False,High,False,False,INTERVENTIONAL,UNKNOWN
NCT04532879,HygiRelief Procedure and HygiSample Evaluation for Functional Constipation,Rome IV Functional Constipation,HygiPrep (HyGIeaCare System),0,NA,Not specified,Not specified,Not specified,HygiRelief Procedure and HygiSample Evaluation for Functional Constipation,True,0.2,False,High,False,True,INTERVENTIONAL,WITHDRAWN
NCT00493779,A Study to Evaluate the Discontinuation Effect of Clopidogrel After Drug Eluting Stent Implantation in Non-diabetic Patients,Antiplatelet Aggregation,Blood Collection,103,PHASE4,Not specified,Not specified,Not specified,A Study to Evaluate the Discontinuation Effect of Clopidogrel After Drug Eluting Stent Implantation in Non-diabetic Patients,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT06304779,The Effect of Continuous Intravenous Infusion of Lidocaine on PPCs and Prognosis in Emergency Surgical Patients With IAI,"Postoperative Pulmonary Complications, Intra-abdominal Infection",Lidocaine; Placebo,428,NA,Not specified,Not specified,Not specified,The Effect of Continuous Intravenous Infusion of Lidocaine on PPCs and Prognosis in Emergency Surgical Patients With IAI,False,0.3,True,Medium,True,True,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT00402779,Erlotinib Prevention of Oral Cancer (EPOC),Oral Cancer,Erlotinib; Placebo,303,PHASE3,Not specified,Not specified,Not specified,Erlotinib Prevention of Oral Cancer (EPOC),True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT05016479,"Accelerated rTMS in Gambling Disorder: a Multicentric, Randomized, Sham-controlled Trial","Gambling, Gambling Disorder, Gambling, Pathological, Gambling Problem",Accelerated repetitive Transcranial Magnetic Stimulation,60,NA,Not specified,Not specified,Not specified,"Accelerated rTMS in Gambling Disorder: a Multicentric, Randomized, Sham-controlled Trial",True,0.2,True,High,False,True,INTERVENTIONAL,NOT_YET_RECRUITING
NCT06511479,Jackson Heart Study Women's Hypertension Study,Hypertension,MIND-BP; BOOST,300,NA,Not specified,Not specified,Not specified,Jackson Heart Study Women's Hypertension Study,True,0.2,True,High,False,False,INTERVENTIONAL,RECRUITING
NCT04925479,Study to Determine the Dose and Safety of Asciminib in Pediatric Patients With Chronic Myeloid Leukemia,"Myeloid Leukemia, Philadelphia Positive",Asciminib Pediatric formulation group; Asciminib Adult formulation group,44,PHASE1,Not specified,Not specified,Not specified,Study to Determine the Dose and Safety of Asciminib in Pediatric Patients With Chronic Myeloid Leukemia,True,0.2,False,High,False,True,INTERVENTIONAL,RECRUITING
NCT06660979,Using Reinforcement Learning to Personalize Electronic Health Record Tools to Facilitate Deprescribing,Aging,Reinforcement learning,60,NA,Not specified,Not specified,Not specified,Using Reinforcement Learning to Personalize Electronic Health Record Tools to Facilitate Deprescribing,True,0.2,True,Medium,False,True,INTERVENTIONAL,NOT_YET_RECRUITING
NCT04551079,"A Study to Evaluate the Safety, Tolerability, Pharmacodynamics, and Pharmacokinetics (PK) of Oral TAK-994 in an Acute Sleep Phase Delay Paradigm in Healthy Male Participants",Healthy Volunteers,TAK-994; Placebo,19,PHASE1,Not specified,Not specified,Not specified,"A Study to Evaluate the Safety, Tolerability, Pharmacodynamics, and Pharmacokinetics (PK) of Oral TAK-994 in an Acute Sleep Phase Delay Paradigm in Healthy Male Participants",True,0.3,False,Medium,True,False,INTERVENTIONAL,COMPLETED
NCT04743479,Artificial Intelligence-based Early Screening of Pancreatic Cancer and High Risk Tracing (ESPRIT-AI),"Pancreatic Cancer, Diabetes, Familial Pancreatic Cancer, Pancreatic Cystic Neoplasm, Chronic Pancreatitis, Hereditary Pancreatitis",high-resolution MRI/CT examinations,5000,Not specified,Not specified,Not specified,Not specified,Artificial Intelligence-based Early Screening of Pancreatic Cancer and High Risk Tracing (ESPRIT-AI),True,0.2,True,High,False,False,OBSERVATIONAL,RECRUITING
NCT03232879,Combining Motor Imagery With Action Observation Does Not Lead to a Greater Autonomic Response Than Motor Imagery Alone During Simple and Functional Movements: a Randomized Controlled Trial.,Autonomic Nervous System,Motor Imagery; Action Observation,45,NA,Not specified,Not specified,Not specified,Combining Motor Imagery With Action Observation Does Not Lead to a Greater Autonomic Response Than Motor Imagery Alone During Simple and Functional Movements: a Randomized Controlled Trial.,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT04366479,Endurance Exercise on nrf2 mRNA Expression Gene and VO2max,Physical Fitness,Multistage Fitness Test,30,NA,Not specified,Not specified,Not specified,Endurance Exercise on nrf2 mRNA Expression Gene and VO2max,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT01772979,Study With Trabectedin in BRCA1 and BRCA2 Mutation Carrier and BRCAness Phenotype Ovarian Cancer,BRCA1 and BRCA2 Mutation Carrier and BRCAness Phenotype,Trabectedin,100,PHASE2,Not specified,Not specified,Not specified,Study With Trabectedin in BRCA1 and BRCA2 Mutation Carrier and BRCAness Phenotype Ovarian Cancer,True,0.2,True,High,False,False,INTERVENTIONAL,UNKNOWN
NCT03483779,Comparing Ginkgo Biloba Pills and Placebo in the Treatment of Coronary Heart Disease With Impaired Glucose Regulation,"Randomized Controlled Trial, Ginkgo Biloba Extract",Ginkgo biloba pills; placebo pills,12,PHASE4,Not specified,Not specified,Not specified,Comparing Ginkgo Biloba Pills and Placebo in the Treatment of Coronary Heart Disease With Impaired Glucose Regulation,False,0.3,False,Medium,True,False,INTERVENTIONAL,UNKNOWN
NCT05932979,Effect of the Administration of L-arginine vs. Placebo in Patients Diagnosed With Presbyvestibulopathy.,Presbyvestibulopathy,L-arginine; Placebo,0,PHASE2,Not specified,Not specified,Not specified,Effect of the Administration of L-arginine vs. Placebo in Patients Diagnosed With Presbyvestibulopathy.,False,0.3,False,High,True,False,INTERVENTIONAL,WITHDRAWN
NCT03963479,Vitamin B6 and Magnesium- A Clinical Trial on ASD Patients,Autism Spectrum Disorder,Magnesium and Vitamin B6,50,PHASE2,Not specified,Not specified,Not specified,Vitamin B6 and Magnesium- A Clinical Trial on ASD Patients,False,0.3,False,High,True,False,INTERVENTIONAL,UNKNOWN
NCT02101879,"Cardiotoxicity in Metastatic Her 2 Positive Patients Treated With Trastuzumab ,Pertuzumab and Taxanes","Cardiotoxicity., Anti Her2 Therapy., Metastatic Breast Cancer",Not specified,20,Not specified,Not specified,Not specified,Not specified,"Cardiotoxicity in Metastatic Her 2 Positive Patients Treated With Trastuzumab ,Pertuzumab and Taxanes",True,0.3,False,Low,True,False,OBSERVATIONAL,UNKNOWN
NCT00521079,EMPOWER Clinical Trial: Vagal Blocking for Obesity Control,Obesity,Therapy ON; Therapy OFF,294,NA,Not specified,Not specified,Not specified,EMPOWER Clinical Trial: Vagal Blocking for Obesity Control,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT02341079,Intraoperative Liposomal Bupivacaine Injection in Primary Total Knee Arthroplasty,"Osteoarthritis, Osteoarthritis, Knee, Arthritis, Degenerative, Osteoarthrosis, Osteoarthrosis Deformans",Bupivacaine Liposome Injection; Indwelling femoral nerve block,0,PHASE2,Not specified,Not specified,Not specified,Intraoperative Liposomal Bupivacaine Injection in Primary Total Knee Arthroplasty,True,0.2,False,High,False,False,INTERVENTIONAL,WITHDRAWN
NCT06625879,The Mid-point Transverse Process to Pleura Block Versus Serratus Anterior Plane Block for Postoperative Analgesia After Modified Radical Mastectomy,Breast Cancer,Serratus Anterior Plane Block (SAPB); Midpoint transverse process to pleura (MTP) block,30,NA,Not specified,Not specified,Not specified,The Mid-point Transverse Process to Pleura Block Versus Serratus Anterior Plane Block for Postoperative Analgesia After Modified Radical Mastectomy,True,0.2,False,High,False,False,INTERVENTIONAL,NOT_YET_RECRUITING
